title,ingredients,directions,link,source,NER
Chewy Raisin Walnut Shortbread Bars,"[""1 1/4 c. all-purpose flour"", ""1/2 c. sugar"", ""1/2 c. butter or margarine"", ""2 eggs"", ""1/2 c. firmly packed brown sugar"", ""1 tsp. vanilla"", ""1/8 tsp. baking soda"", ""1 c. chopped walnuts"", ""1 c. raisins or dates"", ""1/2 c. flaked coconut or oatmeal (optional)""]","[""Heat oven to 350\u00b0."", ""Lightly grease an 8-inch square pan. Combine flour and sugar."", ""Using pastry blender or fork, cut in butter until mixture resembles fine meal."", ""Press into greased pan. Bake for 20 minutes or just until edges are lightly golden. Meanwhile, combine eggs, brown sugar and vanilla; beat well."", ""Stir in baking soda, walnuts, raisins and coconut."", ""Spoon over hot crust; spread to cover evenly."", ""Return to oven; bake an additional 20 to 25 minutes or until top is set."", ""Cool completely."", ""Cut into 20 bars.""]",www.cookbooks.com/Recipe-Details.aspx?id=204178,Gathered,"['flour', 'sugar', 'butter', 'eggs', 'brown sugar', 'vanilla', 'baking soda', 'walnuts', 'raisins', 'flaked coconut']"
Breakfast Rolls,"[""1 bag frozen dinner rolls"", ""1 (3 5/8 oz.) pkg. butterscotch pudding (not instant)"", ""1/2 c. butter"", ""3/4 tsp. cinnamon"", ""3/4 c. brown sugar"", ""1/2 c. chopped nuts""]","[""Place nuts in bottom of greased Bundt pan."", ""Arrange rolls on top."", ""Sprinkle dry pudding over rolls."", ""Cook butter, sugar and cinnamon over low heat until sugar is dissolved and mixture bubbles; pour over rolls."", ""Cover tightly with foil and let stand on counter overnight."", ""Next morning, bake at 350\u00b0 for 30 minutes (take foil off before baking)."", ""Let stand 5 minutes, then invert onto serving dish.""]",www.cookbooks.com/Recipe-Details.aspx?id=118116,Gathered,"['dinner rolls', 'butterscotch pudding', 'butter', 'cinnamon', 'brown sugar', 'nuts']"
Banana Nut Bread,"[""1/2 c. oil"", ""1 c. sugar"", ""2 eggs"", ""1 tsp. vanilla"", ""2 c. flour"", ""1 tsp. baking soda"", ""1/2 tsp. salt"", ""3 to 4 bananas (ripe)"", ""1 c. chopped nuts""]","[""In a medium bowl, cut up bananas and then beat smooth with a mixer; set aside."", ""In a large bowl, combine oil, sugar, eggs and vanilla; beat smooth."", ""Alternating with bananas, add dry ingredients."", ""You may use a spoon."", ""Stir in the walnuts."", ""Pour into greased bread tins."", ""Bake at 350\u00b0 for 50 to 60 minutes."", ""Done when a toothpick comes out clean."", ""Top may crack.""]",www.cookbooks.com/Recipe-Details.aspx?id=315242,Gathered,"['oil', 'sugar', 'eggs', 'vanilla', 'flour', 'baking soda', 'salt', 'bananas', 'nuts']"
Delicious Pecans,"[""6 c. pecan halves"", ""1 1/2 c. sugar"", ""1/2 c. orange juice"", ""1/2 c. water"", ""1/4 c. Italian olive oil""]","[""In a 12-inch skillet, combine all ingredients."", ""Cook over medium heat, stirring often, until liquid disappears and nuts have a glazed appearance."", ""Pour onto a long pan covered with wax paper. Separate nuts quickly, using a fork."", ""Cool completely."", ""Store in covered container."", ""Refrigerate or freeze for longer preservation.""]",www.cookbooks.com/Recipe-Details.aspx?id=1049874,Gathered,"['pecan halves', 'sugar', 'orange juice', 'water', 'Italian olive oil']"
Lazy Daisy Cake,"[""2 eggs"", ""1 c. sugar"", ""1 tsp. vanilla"", ""1 c. cake flour"", ""1 tsp. baking powder"", ""1/4 tsp. salt"", ""1/2 c. milk"", ""2 Tbsp. butter""]","[""Combine first 3 ingredients and beat well, then add dry ingredients which have been sifted together. Scald milk and add butter. Combine the 2 mixtures and beat well."", ""Pour into square, flat pan and bake in moderate oven at 350\u00b0 for 30 to 40 minutes. Remove from oven and add frosting, then return to hot oven for frosting to brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=568074,Gathered,"['eggs', 'sugar', 'vanilla', 'cake flour', 'baking powder', 'salt', 'milk', 'butter']"
Creamy Avocado Dip,"[""1 ripe avocado, peeled and pitted"", ""1 (8 oz.) container plain yogurt"", ""2 Tbsp. minced onion"", ""1/4 tsp. salt"", ""1/8 tsp. white pepper"", ""carrot sticks""]","[""Mash avocado in bowl."", ""Add yogurt, onion, salt and white pepper."", ""Stir until blended."", ""Serve with carrot sticks.""]",www.cookbooks.com/Recipe-Details.aspx?id=419816,Gathered,"['avocado', 'yogurt', 'onion', 'salt', 'white pepper', 'carrot']"
Mini Raisin Nut Breads,"[""4 c. raisins"", ""4 c. boiling water"", ""4 tsp. baking soda"", ""4 eggs"", ""3 c. sugar"", ""7 c. flour"", ""4 tsp. vanilla"", ""2 tsp. salt"", ""4 c. nuts, coarsely chopped"", ""Crisco (for greasing cans)""]","[""Note:"", ""Need 12 empty well washed vegetable cans.""]",www.cookbooks.com/Recipe-Details.aspx?id=772823,Gathered,"['raisins', 'boiling water', 'baking soda', 'eggs', 'sugar', 'flour', 'vanilla', 'salt', 'nuts']"
Meat Loaf,"[""1 1/2 lb. lean hamburger"", ""1 c. Minute oats (uncooked)"", ""2 eggs"", ""1 (8 oz.) can tomato sauce"", ""2 tsp. seasoned salt"", ""1/2 tsp. celery salt"", ""1 tsp. Worcestershire sauce"", ""catsup""]","[""Combine all ingredients, except catsup. Shape into a loaf on a rack in a roaster pan. Spread catsup on top. Bake at 375\u00b0 for 1 hour or until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=1060413,Gathered,"['lean hamburger', 'oats', 'eggs', 'tomato sauce', 'salt', 'celery salt', 'Worcestershire sauce', 'catsup']"
Chicken Vegetable Casserole,"[""1 box chicken Rice-A-Roni"", ""3 c. cooked chicken"", ""1 (16 oz.) pkg. California Blend vegetables, cooked"", ""1 can cream of mushroom soup"", ""1 can milk"", ""1 cube margarine"", ""1 c. grated mild Cheddar cheese"", ""3/4 c. crushed cornflakes""]","[""Spread Rice-A-Roni in a 9 x 13-inch pan."", ""Place chicken on rice."", ""Put vegetables on chicken."", ""Heat soup, milk and margarine until margarine is melted."", ""Pour soup mixture over everything. Sprinkle cheese on top."", ""Cover with foil and bake at 350\u00b0 for 45 minutes."", ""Remove foil."", ""Sprinkle cornflakes over top of dish and put back in oven, uncovered, for 10 minutes."", ""Enjoy!""]",www.cookbooks.com/Recipe-Details.aspx?id=399895,Gathered,"['chicken Rice', 'chicken', 'California Blend', 'cream of mushroom soup', 'milk', 'margarine', 'Cheddar cheese', 'cornflakes']"
Harry Truman Salad,"[""1 head lettuce"", ""4 green onions, chopped"", ""4 strips bacon"", ""1 egg, beaten"", ""1/4 c. sugar"", ""1/4 c. vinegar"", ""1 Tbsp. sour cream""]","[""Break lettuce into large bowl, add green onions."", ""Fry bacon, drain and crumble."", ""Pour off drippings from skillet."", ""Combine rest of ingredients, beat well."", ""Add bacon and pour all into skillet."", ""Cook until thick, stirring constantly."", ""Cool."", ""Pour over lettuce in bowl; toss."", ""Serves 4 to 6.""]",www.cookbooks.com/Recipe-Details.aspx?id=1016739,Gathered,"['head lettuce', 'green onions', 'bacon', 'egg', 'sugar', 'vinegar', 'sour cream']"
Chili-Pepper Cheese Bake,"[""3 cans El Paso green chilies"", ""2 c. grated sharp cheese"", ""6 beaten eggs"", ""6 tsp. milk""]","[""Grease 9 x 13-inch baking dish."", ""Layer bottom with strips of chili peppers."", ""Mix remaining ingredients and pour over peppers. Bake at 250\u00b0 for about 45 minutes."", ""Cut into pieces that will fit onto Waverly Wafers.""]",www.cookbooks.com/Recipe-Details.aspx?id=902059,Gathered,"['green chilies', 'cheese', 'eggs', 'milk']"
Apple Chicken Salad,"[""1 medium apple, cored and chopped"", ""1 c. diced cooked chicken"", ""2 to 4 Tbsp. regular or light mayonnaise"", ""2 Tbsp. diced green pepper"", ""1 tsp. chopped pimento"", ""dash of dried rosemary, crushed"", ""dash of lemon pepper"", ""lettuce leaf"", ""alfalfa sprouts (optional)""]","[""In a bowl, combine apples, chicken, mayonnaise, pepper, pimento, rosemary and lemon pepper."", ""Chill until ready to serve. Place lettuce leaf on a serving plate and top with the chilled chicken salad."", ""Garnish with alfalfa sprouts if desired.""]",www.cookbooks.com/Recipe-Details.aspx?id=527297,Gathered,"['apple', 'chicken', 'regular', 'green pepper', 'pimento', 'rosemary', 'lemon pepper', 'alfalfa sprouts']"
Pork Chops Supreme,"[""4 to 6 pork chops"", ""salt and pepper"", ""onion, sliced"", ""brown sugar"", ""catsup""]","[""Heat oven to 350\u00b0."", ""Place 4 to 6 chops in bottom of 9 x 13-inch baking dish."", ""Season with salt and pepper."", ""Top each chop with an onion slice."", ""Then cover each with 1 tablespoon brown sugar and 1 tablespoon catsup."", ""Cover and bake 1 hour."", ""Uncover and bake an additional 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=955503,Gathered,"['pork chops', 'salt', 'onion', 'brown sugar', 'catsup']"
Spicy Pineapple Zucchini Bread,"[""3 eggs"", ""1 c. oil"", ""2 c. sugar"", ""2 tsp. vanilla"", ""2 c. chopped zucchini"", ""1 c. well-drained crushed pineapple (natural juice)"", ""3 c. flour"", ""2 tsp. soda"", ""1 tsp. salt"", ""1/2 tsp. baking powder"", ""1 1/2 tsp. cinnamon"", ""3/4 tsp. nutmeg"", ""1 c. chopped nuts"", ""1 c. raisins""]","[""Beat together until thick and creamy eggs, oil, sugar and vanilla."", ""Stir in zucchini and pineapple."", ""Combine flour and next 7 ingredients."", ""Stir gently until just blended."", ""Bake in two greased pans at 350\u00b0 for 60 minutes."", ""Cool 10 minutes and turn onto rack.""]",www.cookbooks.com/Recipe-Details.aspx?id=759311,Gathered,"['eggs', 'oil', 'sugar', 'vanilla', 'zucchini', 'well', 'flour', 'soda', 'salt', 'baking powder', 'cinnamon', 'nutmeg', 'nuts', 'raisins']"
Skillet Baked Beans,"[""1 large can pork and beans"", ""1/2 lb. bacon"", ""1 medium green pepper"", ""1 medium onion"", ""1/2 c. syrup"", ""1/2 c. catsup""]","[""Brown bacon, pepper and onion in skillet."", ""Drain grease and break up bacon."", ""Add beans, catsup and syrup to skillet."", ""Let simmer 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=176236,Gathered,"['pork', 'bacon', 'green pepper', 'onion', 'syrup', 'catsup']"
Skillet Beef And Macaroni,"[""1 to 1 1/2 lb. ground beef"", ""1/2 c. chopped onion"", ""2 cans (8 oz.) tomato sauce"", ""1 c. water"", ""1 (7 oz.) pkg. macaroni"", ""1/2 c. chopped green pepper"", ""2 Tbsp. Worcestershire sauce"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""1 1/2 Tbsp. chili powder""]","[""In a skillet, cook beef and onion until the meat is browned and onion is tender."", ""Drain."", ""Stir in the remaining ingredients; bring to boil."", ""Reduce heat; cover and simmer until macaroni is tender, about 20 minutes."", ""Stir occasionally, adding additional water if needed."", ""Yields 4 to 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=338483,Gathered,"['ground beef', 'onion', 'tomato sauce', 'water', 'macaroni', 'green pepper', 'Worcestershire sauce', 'salt', 'pepper', 'chili powder']"
Easy Pot Roast,"[""2 cans Campbell's celery soup"", ""2 pkg. Lipton onion soup mix"", ""4 lb. pot roast meat (chuck, eye of the round, etc.)""]","[""Put meat in heavy-duty aluminum foil in roasting pan; pour celery soup over meat (undiluted)."", ""Add onion soup mix."", ""Close foil so steam doesn't get out."", ""Roast at 350\u00b0 for 3 hours."", ""Makes delicious gravy.""]",www.cookbooks.com/Recipe-Details.aspx?id=815965,Gathered,"[""Campbell's celery soup"", 'onion soup', 'chuck']"
Marinated Carrot Salad,"[""5 c baby carrots (frozen)"", ""1 can undiluted tomato soup"", ""1 c vegetable oil"", ""3/4 c vinegar"", ""1 c sugar"", ""1 t prepared mustard"", ""1 t Worcestershire sauce"", ""1 t black pepper"", ""1 t salt"", ""1 medium bell pepper, chopped"", ""1 medium onion, chopped""]","[""Cook carrots 6-8 minutes and let cool completely."", ""Combine all ingredients and let marinate overnight in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=140221,Gathered,"['baby carrots', 'tomato soup', 'vegetable oil', 'vinegar', 'sugar', 'mustard', 'Worcestershire sauce', 'black pepper', 'salt', 'bell pepper', 'onion']"
Pecan Pie,"[""2 large eggs"", ""1/3 cup sugar"", ""1/4 cup melted butter"", ""1 cup dark amber maple syrup"", ""3/4 cup pecan halves"", ""pinch of salt""]","[""Beat eggs, add sugar, salt, butter and syrup."", ""Beat together. Add nuts."", ""Pour into 8-inch pastry-lined pie dish."", ""Bake at 375 for about 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=150288,Gathered,"['eggs', 'sugar', 'butter', 'maple syrup', 'pecan halves', 'salt']"
Sweet Potato Pudding,"[""2 c. mashed sweet potatoes"", ""1/4 c. melted butter"", ""1 c. sugar"", ""2 eggs, slightly beaten"", ""1/4 tsp. nutmeg"", ""1/4 tsp. cinnamon"", ""1/8 tsp. cloves"", ""1/2 c. Carnation"", ""1/2 c. water"", ""1/2 c. coconut""]","[""Use canned sweet potatoes, drained."", ""Mix all ingredients together except coconut. Bake at 375\u00b0 for 35 minutes."", ""Remove from oven and sprinkle with coconut. Return to oven and brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=201542,Gathered,"['mashed sweet potatoes', 'butter', 'sugar', 'eggs', 'nutmeg', 'cinnamon', 'cloves', 'Carnation', 'water', 'coconut']"
Spinach Dip Or Spread,"[""1 pkg. Knorr Swiss vegetable soup"", ""1 pkg. frozen spinach (raw)"", ""1 c. sour cream"", ""1 c. mayonnaise"", ""1 can water chestnuts""]","[""Drain water chestnuts."", ""Mix all ingredients together."", ""Great on crackers!""]",www.cookbooks.com/Recipe-Details.aspx?id=309222,Gathered,"['Knorr Swiss vegetable soup', 'frozen spinach', 'sour cream', 'mayonnaise', 'water chestnuts']"
Chicken And Dressing Casserole(Weight Watchers)  ,"[""4 oz. cooked chicken"", ""1 oz. corn meal"", ""1 1/2 c. cold water"", ""dash of poultry seasoning"", ""1 small c. mushrooms"", ""1 stalk chopped celery"", ""1 tsp. onion flakes"", ""1 chicken bouillon"", ""dash of sage and black pepper""]","[""Mix corn meal in cold water."", ""Bring to boil over medium heat. Cook until consistency of mush."", ""Add other ingredients."", ""Bake in casserole dish at 400\u00b0 for 20 to 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=240601,Gathered,"['chicken', 'corn meal', 'cold water', 'poultry seasoning', 'mushrooms', 'celery', 'onion flakes', 'chicken bouillon', 'sage']"
"""Yummy"" Strawberry Pie","[""1 (3 oz.) pkg. strawberry flavored gelatin"", ""1/4 c. sugar"", ""3/4 c. hot water"", ""9-inch single crust baked pie shell"", ""3 c. whipped topping"", ""1 1/2 c. sliced fresh strawberries or 12 oz. pkg. frozen strawberries""]","[""Mix the strawberry gelatin with sugar in a small bowl."", ""Heat 3/4 cup water in a saucepan until water is very hot."", ""Pour the water over gelatin and sugar."", ""Stir the gelatin with a spoon to dissolve it."", ""Put the bowl in refrigerator about 20 minutes, so that gelatin will thicken, but not \""set.\"""", ""Fold 3 cups of topping and gelatin together."", ""Mix the strawberries into the pie filling (gelatin mixture) with a spoon."", ""Pour into a cooled baked pie crust."", ""Put in refrigerator."", ""Chill 1 to 2 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=783217,Gathered,"['strawberry flavored gelatin', 'sugar', 'hot water', 'crust', 'whipped topping', 'fresh strawberries']"
Banana Pudding,"[""3 c. milk"", ""2 pkg. instant vanilla pudding"", ""8 oz. sour cream"", ""12 oz. Cool Whip"", ""9 bananas, sliced in pieces"", ""1 box vanilla wafers""]","[""Mix milk, pudding, sour cream and Cool Whip until creamy."", ""In dish, put layer of cookies, then layer of bananas and top with pudding. Layer top of pudding with cookies.""]",www.cookbooks.com/Recipe-Details.aspx?id=737775,Gathered,"['milk', 'instant vanilla pudding', 'sour cream', 'bananas', 'vanilla wafers']"
Buttermilk Cornbread,"[""1 1/2 c. self-rising cornmeal"", ""1/2 c. self-rising flour"", ""1/4 c. sugar"", ""1/2 c. egg substitute"", ""1 c. 1% low-fat buttermilk"", ""1/3 c. applesauce""]","[""Preheat the oven to 400\u00b0."", ""Lightly spray an 8 x 8 x 2-inch baking pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=882747,Gathered,"['cornmeal', 'flour', 'sugar', 'egg substitute', 'buttermilk', 'applesauce']"
Broccoli Ham Ring,"[""2 (8 oz. each) tubes refrigerated crescent roll dough"", ""1 1/2 c. (6 oz.) shredded Swiss cheese"", ""1/4 lb. fully cooked ham, diced (about 1/2 c.)"", ""2 1/4 c. chopped fresh broccoli"", ""1 small onion, chopped"", ""1/4 c. minced fresh parsley"", ""2 Tbsp. Dijon mustard"", ""1 tsp. lemon juice""]","[""Unroll crescent roll dough and place triangles on a 12-inch pizza pan, forming a ring with pointed ends facing outer edge of pan and wide ends overlapping."", ""Lightly press wide ends together. Combine the remaining ingredients; spoon over wide ends of rolls. Fold points over filling and tuck under wide ends (filling will be visible)."", ""Bake at 375\u00b0 for 20 to 25 minutes or until golden brown."", ""Yields 6 to 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=141789,Gathered,"['crescent roll', 'Swiss cheese', 'fully cooked ham', 'fresh broccoli', 'onion', 'fresh parsley', 'mustard', 'lemon juice']"
Southwest Taco Dip,"[""2 (15 oz. each) cans black beans, drained and rinsed"", ""3/4 lb. ground raw turkey"", ""1/2 c. chopped onion"", ""1 tsp. chili powder"", ""1 c. bottled salsa"", ""1 c. shredded Cheddar cheese"", ""1 (8 oz.) container sour cream"", ""3 Tbsp. chopped fresh cilantro"", ""1/4 tsp. salt"", ""1/4 tsp. pepper"", ""1 avocado, chopped fine"", ""2 plum tomatoes, chopped fine"", ""2 green onions, sliced"", ""tortilla chips""]","[""Combine beans, turkey, onion and chili powder in a skillet. Cook over medium heat until turkey is brown."", ""Stir occasionally to mash beans and break up turkey."", ""Stir in salsa and place in microwave-proof dish."", ""Sprinkle with cheese and microwave on High 1 to 2 minutes until cheese is melted."", ""Combine sour cream, cilantro, salt and pepper and spread on top."", ""Sprinkle with avocado, tomato and green onions."", ""Serve with tortilla chips."", ""Makes 7 cups.""]",www.cookbooks.com/Recipe-Details.aspx?id=993140,Gathered,"['black beans', 'ground raw turkey', 'onion', 'chili powder', 'bottled salsa', 'Cheddar cheese', 'sour cream', 'fresh cilantro', 'salt', 'pepper', 'avocado', 'tomatoes', 'green onions', 'tortilla chips']"
